year,km_driven,fuel,seller_type,transmission,owner,selling_price
2014,80000,Diesel,Individual,Automatic,First Owner,1000000
2016,45000,Petrol,Individual,Manual,Second Owner,260000
2010,50000,Petrol,Individual,Manual,Second Owner,150000
2008,70000,Petrol,Individual,Manual,Third Owner,180000
2014,37516,Diesel,Individual,Manual,First Owner,346000
2015,20000,Diesel,Individual,Manual,First Owner,450000
2019,5000,Petrol,Individual,Manual,First Owner,500000
2019,8000,Diesel,Individual,Manual,First Owner,700000
2019,25880,Petrol,Individual,Manual,First Owner,280000
2019,10000,Petrol,Individual,Automatic,First Owner,475000
2009,50000,Diesel,Individual,Manual,First Owner,300000
2014,40000,Petrol,Individual,Manual,First Owner,200999
2009,100000,Diesel,Individual,Manual,Third Owner,200000
2009,80000,Petrol,Individual,Manual,Second Owner,210000
2012,110000,Diesel,Individual,Manual,First Owner,160000
2009,136000,Diesel,Individual,Manual,Second Owner,175000
2012,80000,Diesel,Individual,Manual,First Owner,320000
2009,50000,Petrol,Individual,Manual,Second Owner,110000
2008,30000,Petrol,Individual,Manual,First Owner,300000
2012,10000,Petrol,Individual,Manual,First Owner,700000
2009,90000,Diesel,Individual,Manual,Fourth & Above Owner,135000
2015,110000,Diesel,Individual,Manual,First Owner,500000
2012,120000,Diesel,Individual,Manual,Second Owner,550000
2014,90000,Diesel,Individual,Manual,Third Owner,1050000
2016,20000,Petrol,Individual,Manual,First Owner,500000
2011,90000,Diesel,Individual,Manual,Second Owner,180000
2010,50000,Petrol,Individual,Manual,Second Owner,170000
2019,9000,Petrol,Individual,Manual,First Owner,484999
2011,70000,Petrol,Individual,Manual,Second Owner,150000
2018,25000,Petrol,Individual,Manual,First Owner,380000
2019,10000,Petrol,Individual,Manual,First Owner,480000
2009,90000,Diesel,Individual,Manual,Fourth & Above Owner,135000
2011,60000,Diesel,Individual,Manual,Second Owner,290000
2013,70000,Petrol,Individual,Manual,First Owner,350000
2014,25000,Petrol,Individual,Manual,First Owner,110000
2003,80000,Petrol,Individual,Manual,Third Owner,70000
2011,70000,Petrol,Individual,Automatic,Third Owner,300000
2017,60000,Petrol,Individual,Manual,First Owner,180000
2020,20000,Petrol,Individual,Manual,First Owner,300000
2017,60000,Petrol,Individual,Manual,First Owner,509000
2016,80000,Diesel,Individual,Manual,First Owner,650000
2015,70000,Diesel,Individual,Manual,Third Owner,450000
1999,2020,Diesel,Individual,Manual,Second Owner,170000
2007,100000,Diesel,Individual,Manual,Second Owner,210000
2013,80000,Diesel,Individual,Manual,Second Owner,360000
2011,120000,Diesel,Individual,Manual,Second Owner,495000
2006,100000,Petrol,Individual,Manual,Third Owner,105000
2010,60000,Petrol,Individual,Manual,Third Owner,270000
2010,110000,Petrol,Individual,Manual,First Owner,130000
2014,90000,Diesel,Individual,Manual,Second Owner,700000
2012,40000,Diesel,Individual,Manual,First Owner,400000
2009,60000,Petrol,Individual,Manual,Second Owner,250000
2013,94000,Diesel,Individual,Manual,Second Owner,325000
2008,100000,Petrol,Individual,Manual,First Owner,69000
2018,25000,Diesel,Individual,Manual,First Owner,1380000
2007,90000,Petrol,Individual,Manual,First Owner,90000
2016,40000,Diesel,Individual,Manual,First Owner,1000000
2010,90000,CNG,Individual,Manual,Second Owner,145000
2020,1100,Petrol,Individual,Manual,Fourth & Above Owner,250000
2011,70000,Diesel,Individual,Manual,Third Owner,256000
2005,120000,Diesel,Individual,Manual,First Owner,70000
2000,88500,Petrol,Individual,Manual,Fourth & Above Owner,50000
2016,70000,Petrol,Individual,Manual,Second Owner,240000
2010,128000,Petrol,Individual,Manual,First Owner,97000
2012,120000,Diesel,Individual,Manual,First Owner,130000
2009,52536,Petrol,Individual,Manual,First Owner,199000
2006,70000,Petrol,Individual,Automatic,First Owner,125000
2015,60000,Diesel,Individual,Manual,First Owner,420000
2016,110000,Diesel,Individual,Manual,First Owner,525000
2008,85000,Petrol,Individual,Manual,First Owner,125000
2010,135000,Diesel,Individual,Manual,First Owner,325000
2012,86000,Diesel,Individual,Manual,Fourth & Above Owner,330000
2010,50000,Petrol,Individual,Manual,First Owner,110000
2019,1950,Petrol,Individual,Manual,First Owner,450000
2005,118400,Petrol,Individual,Manual,First Owner,85000
2007,70000,Petrol,Individual,Manual,Second Owner,229999
2012,60000,Petrol,Individual,Manual,Second Owner,250000
2015,68000,Diesel,Individual,Manual,First Owner,650000
2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
2017,6480,Petrol,Trustmark Dealer,Manual,First Owner,650000
2017,32077,Diesel,Trustmark Dealer,Manual,First Owner,750000
2018,19107,Petrol,Trustmark Dealer,Manual,First Owner,850000
2017,18469,Petrol,Trustmark Dealer,Manual,First Owner,315000
2015,28217,Petrol,Trustmark Dealer,Manual,First Owner,415000
2016,72787,Diesel,Trustmark Dealer,Manual,First Owner,640000
2017,31063,Petrol,Trustmark Dealer,Manual,First Owner,780000
2017,79641,Diesel,Trustmark Dealer,Automatic,First Owner,2595000
2015,58692,Diesel,Trustmark Dealer,Manual,First Owner,850000
2015,54784,Diesel,Trustmark Dealer,Manual,First Owner,900000
2016,64156,Petrol,Trustmark Dealer,Manual,First Owner,1150000
2007,54000,Petrol,Individual,Manual,First Owner,75000
2012,97000,Diesel,Individual,Manual,First Owner,215000
2009,120000,Petrol,Individual,Automatic,Second Owner,130000
2019,16000,Petrol,Individual,Automatic,First Owner,400000
2019,60000,Petrol,Individual,Automatic,First Owner,550000
2016,52000,Petrol,Dealer,Manual,First Owner,245000
2010,110000,Diesel,Individual,Manual,Fourth & Above Owner,320000
2016,60000,Diesel,Individual,Automatic,Second Owner,730000
2005,100000,Petrol,Individual,Manual,Third Owner,120000
2017,35000,Petrol,Individual,Manual,First Owner,950000
2017,48000,Petrol,Individual,Manual,Third Owner,350000
2005,20000,Petrol,Individual,Manual,Second Owner,100000
2017,30000,Petrol,Individual,Manual,First Owner,350000
2005,40000,Petrol,Individual,Manual,Second Owner,80000
2013,60000,Petrol,Individual,Manual,First Owner,370000
2012,70000,Petrol,Individual,Manual,Second Owner,160000
2009,120000,Diesel,Individual,Manual,First Owner,130000
2016,30000,Petrol,Individual,Manual,First Owner,250000
2012,80000,Diesel,Individual,Manual,Second Owner,270000
2019,9500,Diesel,Individual,Automatic,First Owner,2600000
2013,80000,Petrol,Individual,Manual,First Owner,160000
2016,80000,Petrol,Individual,Manual,First Owner,229999
2017,29000,Diesel,Individual,Manual,First Owner,750000
2011,120000,Diesel,Individual,Manual,First Owner,195000
2015,60000,Petrol,Individual,Manual,First Owner,320000
2018,20000,Diesel,Individual,Manual,First Owner,1100000
2016,22000,Petrol,Individual,Manual,First Owner,270000
2012,50000,Petrol,Individual,Manual,First Owner,300000
2012,50000,Diesel,Individual,Manual,First Owner,200000
2007,81366,Petrol,Individual,Manual,First Owner,120000
2006,110000,Petrol,Individual,Manual,First Owner,95000
2013,100000,Petrol,Individual,Manual,First Owner,400000
2006,300000,Diesel,Individual,Manual,First Owner,229999
2016,20000,Diesel,Individual,Manual,First Owner,430000
2012,90000,Diesel,Individual,Manual,First Owner,300000
2013,70000,Petrol,Individual,Manual,First Owner,350000
2013,120000,Diesel,Individual,Manual,First Owner,450000
2016,53000,Petrol,Individual,Manual,Second Owner,200000
2017,30000,Petrol,Individual,Manual,First Owner,250000
2012,90000,Petrol,Individual,Manual,Second Owner,368000
2012,90000,Petrol,Individual,Manual,Second Owner,368000
2014,244000,Diesel,Individual,Manual,First Owner,650000
1997,120000,Diesel,Individual,Manual,Third Owner,150000
2012,60000,LPG,Individual,Manual,First Owner,180000
2017,15000,Petrol,Individual,Manual,First Owner,525000
2005,150000,Diesel,Individual,Manual,Second Owner,350000
2018,30000,Diesel,Individual,Manual,Second Owner,850000
2011,312000,Diesel,Individual,Manual,Third Owner,350000
2007,54000,Petrol,Individual,Manual,First Owner,75000
2005,67000,Petrol,Individual,Manual,First Owner,160000
2017,40000,Diesel,Individual,Manual,First Owner,500000
2008,100000,Petrol,Individual,Manual,First Owner,130000
2015,100000,Diesel,Individual,Manual,Second Owner,350000
2005,80000,Petrol,Individual,Manual,First Owner,70000
2014,145000,Diesel,Individual,Manual,Second Owner,750000
2013,53000,Diesel,Individual,Manual,First Owner,450000
2015,73000,Diesel,Individual,Manual,Third Owner,430000
2011,90000,Diesel,Individual,Manual,Third Owner,260000
2013,80000,Diesel,Individual,Manual,Third Owner,370000
2011,100000,CNG,Individual,Manual,First Owner,229999
2011,90000,Diesel,Individual,Manual,Third Owner,140000
2013,200000,Diesel,Individual,Manual,First Owner,700000
2020,7300,Petrol,Individual,Manual,First Owner,545000
2017,30000,Petrol,Individual,Manual,First Owner,200000
2015,120000,Diesel,Individual,Manual,First Owner,500000
2008,90000,Petrol,Individual,Manual,Second Owner,70000
2013,25000,Diesel,Individual,Manual,Third Owner,580000
2012,70000,CNG,Individual,Manual,Second Owner,160000
2018,6000,Petrol,Individual,Manual,First Owner,450000
2010,36000,Petrol,Individual,Manual,First Owner,160000
2016,49000,Diesel,Individual,Manual,First Owner,760000
2015,22000,Petrol,Individual,Manual,First Owner,300000
1998,35000,LPG,Individual,Manual,Second Owner,50000
2019,24000,Diesel,Individual,Manual,First Owner,800000
2018,20000,Diesel,Individual,Manual,First Owner,680000
2009,50000,LPG,Individual,Manual,Second Owner,85000
2016,70000,Diesel,Individual,Manual,First Owner,1300000
2016,60000,Petrol,Individual,Manual,First Owner,500000
2015,35000,Diesel,Individual,Automatic,First Owner,3500000
2008,60000,Petrol,Individual,Manual,First Owner,145000
2013,60000,Diesel,Individual,Manual,First Owner,300000
2017,60000,Diesel,Individual,Manual,Second Owner,600000
2015,70000,Petrol,Individual,Manual,Second Owner,400000
2007,135000,Petrol,Individual,Manual,Second Owner,130000
2001,72539,Petrol,Individual,Manual,Second Owner,45000
2017,25000,Petrol,Individual,Manual,First Owner,641000
2015,50000,Diesel,Individual,Manual,First Owner,650000
2020,101,Diesel,Dealer,Manual,Test Drive Car,784000
2020,101,Petrol,Dealer,Manual,Test Drive Car,635000
2020,101,Diesel,Dealer,Manual,Test Drive Car,1000000
2015,52328,Diesel,Dealer,Manual,First Owner,495000
2013,30000,Petrol,Individual,Manual,First Owner,324000
2016,91505,Diesel,Dealer,Automatic,First Owner,2100000
2018,35000,Petrol,Individual,Manual,First Owner,200000
2015,60000,Diesel,Individual,Manual,First Owner,320000
2015,20500,Petrol,Individual,Manual,First Owner,300000
2013,200000,Diesel,Individual,Manual,First Owner,180000
2008,154000,Diesel,Individual,Manual,Third Owner,500000
2011,120000,Petrol,Individual,Manual,Second Owner,305000
2009,50000,Petrol,Individual,Manual,Fourth & Above Owner,125000
2015,135000,Diesel,Individual,Manual,First Owner,800000
2009,100000,Diesel,Individual,Manual,First Owner,420000
2017,40000,Diesel,Individual,Manual,First Owner,875000
2014,70000,Diesel,Individual,Manual,First Owner,580000
2011,133000,Diesel,Individual,Manual,Second Owner,350000
2004,110000,Petrol,Individual,Manual,Second Owner,120000
2013,180000,Diesel,Individual,Manual,Third Owner,150000
2013,120000,Diesel,Individual,Manual,First Owner,650000
2010,80000,Petrol,Individual,Manual,Second Owner,225000
2014,15000,Petrol,Individual,Automatic,First Owner,400000
2005,70000,Petrol,Individual,Manual,First Owner,250000
2008,41723,Petrol,Individual,Manual,Second Owner,120000
2010,70000,Petrol,Individual,Manual,First Owner,250000
2012,20000,Petrol,Individual,Manual,Second Owner,175000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,26350,Diesel,Dealer,Manual,First Owner,590000
2015,68745,Diesel,Dealer,Manual,First Owner,225000
2016,47000,Diesel,Individual,Manual,First Owner,900000
2017,27289,Petrol,Dealer,Automatic,First Owner,375000
2016,24662,Petrol,Dealer,Manual,First Owner,320000
2013,37000,Diesel,Dealer,Manual,First Owner,525000
2014,28245,Diesel,Dealer,Manual,First Owner,650000
2017,27005,Diesel,Dealer,Manual,First Owner,575000
2014,39227,Petrol,Dealer,Manual,First Owner,355000
2016,31367,Diesel,Dealer,Manual,First Owner,470000
2008,35008,Petrol,Dealer,Manual,First Owner,221000
2009,27005,Petrol,Dealer,Manual,First Owner,195000
2004,100005,Petrol,Dealer,Manual,Second Owner,90000
2013,45264,Diesel,Dealer,Manual,First Owner,580000
2014,39093,Petrol,Dealer,Manual,First Owner,325000
2013,45241,Petrol,Dealer,Manual,First Owner,495000
2014,12000,Petrol,Dealer,Manual,First Owner,290000
2018,2769,Petrol,Dealer,Manual,First Owner,375000
2011,43128,Diesel,Dealer,Manual,First Owner,211000
2010,110000,Petrol,Individual,Manual,Second Owner,270000
2004,50000,Petrol,Individual,Manual,Second Owner,70000
2010,60000,Petrol,Individual,Manual,Second Owner,225000
2014,70000,Diesel,Individual,Manual,Third Owner,420000
2015,22255,Petrol,Individual,Manual,First Owner,280000
2013,59213,Petrol,Individual,Manual,First Owner,400000
2015,55000,Diesel,Individual,Manual,First Owner,850000
2011,80000,Diesel,Individual,Manual,First Owner,550000
2011,80000,Diesel,Individual,Manual,First Owner,550000
2018,40000,Diesel,Individual,Manual,First Owner,1000000
2014,170000,Diesel,Individual,Manual,First Owner,350000
2011,170000,Diesel,Individual,Manual,Second Owner,350000
2007,70000,Petrol,Individual,Manual,Third Owner,170000
2020,1010,Petrol,Dealer,Manual,Test Drive Car,828999
2020,1010,Petrol,Dealer,Manual,Test Drive Car,1119000
2020,1111,Petrol,Dealer,Manual,Test Drive Car,746000
2020,1010,Petrol,Dealer,Manual,Test Drive Car,1030000
2020,1010,Diesel,Dealer,Manual,Test Drive Car,1334000
2020,1010,Petrol,Dealer,Manual,Test Drive Car,811999
2020,1010,Diesel,Dealer,Manual,Test Drive Car,1331000
2020,1010,Petrol,Dealer,Manual,Test Drive Car,852000
2006,120000,Diesel,Individual,Manual,Second Owner,45000
2013,70000,Diesel,Individual,Manual,Third Owner,430000
2011,60000,Diesel,Individual,Manual,Second Owner,140000
2015,70000,Diesel,Individual,Manual,First Owner,830000
2009,110000,Diesel,Individual,Manual,Second Owner,409999
2012,80000,Diesel,Individual,Manual,Third Owner,190000
2007,80000,Petrol,Individual,Manual,Second Owner,200000
2006,110000,Petrol,Individual,Manual,Second Owner,120000
2019,50000,Diesel,Individual,Manual,First Owner,850000
2011,115000,Diesel,Individual,Manual,Fourth & Above Owner,95000
2013,80000,Petrol,Individual,Manual,First Owner,213000
2018,25000,Diesel,Individual,Manual,First Owner,660000
2017,48965,Petrol,Dealer,Manual,First Owner,415000
2019,5166,Petrol,Dealer,Manual,Test Drive Car,1100000
2012,76290,Diesel,Dealer,Manual,First Owner,650000
2016,70000,Diesel,Individual,Automatic,Second Owner,969999
2016,35000,Diesel,Individual,Manual,First Owner,1250000
2017,25000,Diesel,Individual,Automatic,First Owner,715000
2017,25000,Diesel,Individual,Automatic,First Owner,715000
2016,47000,Diesel,Dealer,Manual,First Owner,565000
2013,45766,Diesel,Individual,Manual,Second Owner,615000
2007,78771,Diesel,Dealer,Manual,Second Owner,199000
2010,79357,Diesel,Dealer,Manual,First Owner,325000
2012,28000,Diesel,Individual,Manual,First Owner,409999
2012,72000,Diesel,Dealer,Automatic,Second Owner,500000
2011,76736,Diesel,Dealer,Manual,Second Owner,225000
2007,70000,Petrol,Individual,Manual,Second Owner,135000
2012,80000,Diesel,Individual,Automatic,Second Owner,750000
2009,60000,LPG,Individual,Manual,Second Owner,155000
2012,77000,Diesel,Dealer,Manual,Third Owner,335000
2005,92645,Diesel,Dealer,Manual,Fourth & Above Owner,114999
2007,101849,Diesel,Dealer,Manual,Second Owner,699000
2004,120000,Diesel,Individual,Manual,Fourth & Above Owner,110000
2012,80000,Petrol,Individual,Manual,First Owner,300000
2014,70000,Diesel,Individual,Manual,Second Owner,700000
2017,120000,Diesel,Individual,Manual,First Owner,700000
2013,42000,Petrol,Individual,Manual,Third Owner,210000
2012,120000,Diesel,Individual,Manual,Third Owner,600000
2012,155836,Diesel,Individual,Manual,Second Owner,180000
2011,59000,Petrol,Individual,Manual,Second Owner,220000
2009,60000,Petrol,Individual,Manual,First Owner,70000
2018,70000,Diesel,Individual,Manual,Second Owner,950000
2014,20000,Diesel,Individual,Manual,First Owner,800000
2012,120000,Diesel,Individual,Manual,Third Owner,700000
2016,40000,Petrol,Individual,Manual,First Owner,265000
2011,90000,Diesel,Individual,Manual,Third Owner,175000
2012,89000,Diesel,Individual,Manual,Second Owner,260000
2013,80000,Diesel,Individual,Manual,Third Owner,950000
2009,200000,Diesel,Individual,Manual,Fourth & Above Owner,250000
2015,50000,Diesel,Individual,Manual,First Owner,630000
2012,35000,Petrol,Individual,Manual,Third Owner,35000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
